ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
122175,Haryana,Gurgaon,Locality_140,Independent House,3,507,229.87,0.45,2017,Semi-furnished,15,9,8,7,8,Medium,Yes,No,"Clubhouse, Pool",South,Broker,Under_Construction
152892,Maharashtra,Pune,Locality_139,Villa,1,3455,372.38,0.11,1992,Semi-furnished,7,21,33,7,10,Medium,No,Yes,"Garden, Pool, Playground",East,Broker,Under_Construction
18615,Kerala,Kochi,Locality_379,Apartment,5,2097,158.01,0.08,2013,Unfurnished,16,3,12,3,1,Medium,No,No,"Clubhouse, Garden, Playground, Pool, Gym",West,Broker,Ready_to_Move
185782,West Bengal,Kolkata,Locality_368,Independent House,3,3508,357.72,0.1,2001,Furnished,23,22,24,2,10,Low,Yes,No,"Pool, Clubhouse, Gym, Playground, Garden",East,Broker,Ready_to_Move
243995,Punjab,Ludhiana,Locality_343,Apartment,2,620,284.42,0.46,1994,Furnished,23,20,31,5,6,High,Yes,Yes,"Playground, Clubhouse, Garden",East,Broker,Ready_to_Move
182397,Assam,Silchar,Locality_204,Independent House,3,4532,107.64,0.02,2010,Semi-furnished,8,6,15,9,2,Medium,No,No,"Clubhouse, Playground, Gym",South,Builder,Under_Construction
231241,Telangana,Warangal,Locality_413,Independent House,4,4710,313.43,0.07,2004,Unfurnished,12,25,21,6,8,Low,Yes,Yes,"Playground, Pool, Garden, Gym",North,Builder,Ready_to_Move
74760,Kerala,Kochi,Locality_336,Villa,1,2960,305.48,0.1,2001,Semi-furnished,15,9,24,9,1,Low,No,Yes,Gym,West,Broker,Under_Construction
237619,Andhra Pradesh,Vishakhapatnam,Locality_19,Villa,5,1694,428.1,0.25,2018,Furnished,1,19,7,5,6,High,No,No,"Garden, Pool, Clubhouse",North,Broker,Ready_to_Move
143864,Tamil Nadu,Coimbatore,Locality_19,Villa,5,4144,424.04,0.1,2015,Furnished,29,1,10,5,8,Low,Yes,Yes,"Garden, Clubhouse, Playground, Pool",South,Builder,Under_Construction
50798,Tamil Nadu,Coimbatore,Locality_79,Villa,5,3766,99.45,0.03,2017,Unfurnished,25,22,8,1,10,High,No,Yes,"Pool, Clubhouse, Gym",East,Broker,Ready_to_Move
29643,Assam,Guwahati,Locality_218,Villa,3,3835,228.84,0.06,2014,Unfurnished,29,22,11,3,10,Low,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",North,Broker,Under_Construction
149859,Kerala,Trivandrum,Locality_121,Independent House,4,4044,434.84,0.11,2000,Semi-furnished,2,1,25,4,4,High,No,No,"Playground, Pool, Garden",South,Broker,Under_Construction
213003,Punjab,Amritsar,Locality_231,Independent House,1,4888,415.22,0.08,2001,Unfurnished,21,14,24,9,9,Medium,No,Yes,"Garden, Clubhouse, Pool",West,Owner,Ready_to_Move
2176,Bihar,Gaya,Locality_333,Apartment,1,1295,313.67,0.24,2011,Semi-furnished,10,22,14,6,4,Low,Yes,Yes,Garden,East,Broker,Under_Construction
53835,Gujarat,Surat,Locality_31,Apartment,2,2784,61.34,0.02,2000,Semi-furnished,0,15,25,1,1,High,Yes,Yes,"Pool, Gym, Clubhouse, Garden, Playground",West,Owner,Ready_to_Move
44225,Assam,Guwahati,Locality_396,Villa,1,2912,415.98,0.14,1991,Semi-furnished,24,15,34,8,1,High,Yes,No,Playground,East,Broker,Ready_to_Move
123030,Haryana,Gurgaon,Locality_347,Villa,1,988,101.0,0.1,2007,Furnished,9,16,18,10,10,Medium,Yes,No,"Gym, Garden, Playground",West,Broker,Ready_to_Move
5325,Haryana,Gurgaon,Locality_386,Apartment,2,2062,156.17,0.08,2001,Unfurnished,22,2,24,1,9,Medium,No,Yes,Clubhouse,South,Broker,Ready_to_Move
187023,Kerala,Kochi,Locality_472,Villa,5,1372,38.03,0.03,2023,Unfurnished,24,22,2,2,4,Low,Yes,No,"Garden, Clubhouse, Pool, Playground",East,Builder,Under_Construction
134893,Tamil Nadu,Coimbatore,Locality_163,Apartment,5,2039,345.5,0.17,2005,Semi-furnished,4,7,20,2,3,Low,No,No,"Playground, Gym",South,Owner,Under_Construction
95040,Jharkhand,Ranchi,Locality_440,Independent House,1,4676,345.92,0.07,2014,Unfurnished,2,16,11,8,7,Low,Yes,Yes,"Gym, Playground, Clubhouse, Garden, Pool",East,Broker,Ready_to_Move
101633,Telangana,Hyderabad,Locality_4,Apartment,4,2402,302.87,0.13,2014,Furnished,29,2,11,7,8,Medium,Yes,No,"Clubhouse, Gym",East,Builder,Ready_to_Move
29956,Telangana,Hyderabad,Locality_437,Apartment,5,2719,439.97,0.16,2008,Unfurnished,22,20,17,7,7,Medium,No,No,"Garden, Pool, Playground, Clubhouse, Gym",East,Owner,Ready_to_Move
55286,Madhya Pradesh,Indore,Locality_27,Villa,2,3198,308.89,0.1,1997,Unfurnished,18,11,28,2,9,Medium,Yes,No,Garden,South,Builder,Ready_to_Move
128285,Tamil Nadu,Coimbatore,Locality_76,Apartment,3,3293,54.04,0.02,2012,Furnished,4,6,13,7,3,High,Yes,Yes,"Gym, Garden, Clubhouse, Pool, Playground",West,Broker,Under_Construction
235046,Karnataka,Mysore,Locality_314,Independent House,3,2166,273.9,0.13,1996,Semi-furnished,20,23,29,5,5,Low,Yes,No,"Gym, Clubhouse, Playground",South,Broker,Under_Construction
202211,Madhya Pradesh,Indore,Locality_162,Villa,2,1453,34.26,0.02,2016,Furnished,13,6,9,1,1,Low,No,Yes,"Clubhouse, Gym",West,Broker,Ready_to_Move
31299,Karnataka,Mysore,Locality_390,Villa,5,2212,235.18,0.11,2017,Unfurnished,24,25,8,10,8,Medium,Yes,No,"Gym, Clubhouse, Playground, Garden",South,Broker,Ready_to_Move
220854,Haryana,Gurgaon,Locality_476,Apartment,1,1128,165.5,0.15,2001,Furnished,19,25,24,6,7,Medium,No,Yes,"Gym, Garden, Playground",East,Owner,Ready_to_Move
181207,Punjab,Ludhiana,Locality_330,Independent House,3,2247,192.57,0.09,2008,Semi-furnished,27,25,17,8,9,High,No,Yes,"Gym, Garden, Pool, Playground, Clubhouse",East,Owner,Ready_to_Move
141013,Chhattisgarh,Bilaspur,Locality_99,Villa,2,3304,285.94,0.09,2013,Semi-furnished,26,30,12,9,4,Medium,No,No,"Gym, Playground, Clubhouse, Garden, Pool",South,Broker,Ready_to_Move
76877,West Bengal,Durgapur,Locality_379,Independent House,4,2583,378.89,0.15,1990,Unfurnished,10,12,35,1,8,Low,No,No,"Gym, Clubhouse, Garden, Playground, Pool",South,Builder,Ready_to_Move
111893,Tamil Nadu,Chennai,Locality_136,Independent House,3,2390,375.99,0.16,2015,Unfurnished,6,28,10,5,10,High,No,Yes,"Clubhouse, Garden, Pool, Gym, Playground",West,Builder,Ready_to_Move
235425,West Bengal,Kolkata,Locality_397,Independent House,5,2822,37.18,0.01,1996,Semi-furnished,6,18,29,6,4,Medium,No,No,"Pool, Playground, Gym, Clubhouse",South,Broker,Under_Construction
127756,Assam,Silchar,Locality_457,Villa,2,3497,80.74,0.02,2004,Furnished,10,5,21,3,10,Medium,Yes,No,"Playground, Pool, Clubhouse, Garden",East,Builder,Under_Construction
76003,Haryana,Faridabad,Locality_236,Apartment,5,605,252.51,0.42,2010,Furnished,17,3,15,2,10,High,Yes,Yes,"Gym, Playground, Garden, Clubhouse, Pool",South,Owner,Under_Construction
56968,Karnataka,Bangalore,Locality_153,Villa,5,2168,47.15,0.02,2016,Furnished,29,8,9,5,2,High,Yes,Yes,"Garden, Gym, Clubhouse, Pool, Playground",East,Broker,Under_Construction
13110,Andhra Pradesh,Vishakhapatnam,Locality_174,Independent House,5,4205,80.64,0.02,2019,Semi-furnished,18,5,6,7,9,Low,Yes,Yes,"Garden, Pool, Gym, Clubhouse, Playground",East,Builder,Under_Construction
85266,Haryana,Gurgaon,Locality_360,Independent House,5,4209,86.22,0.02,2017,Furnished,24,21,8,6,7,Medium,No,No,Pool,West,Broker,Under_Construction
43855,Kerala,Kochi,Locality_490,Villa,4,859,341.02,0.4,1999,Furnished,28,24,26,2,3,Low,No,No,"Garden, Playground",East,Broker,Under_Construction
83530,Chhattisgarh,Bilaspur,Locality_83,Independent House,1,2469,51.25,0.02,2020,Furnished,5,9,5,9,1,Medium,No,No,Clubhouse,South,Broker,Ready_to_Move
222893,Uttarakhand,Haridwar,Locality_407,Independent House,5,1023,93.32,0.09,2014,Unfurnished,9,29,11,10,9,Low,No,Yes,"Garden, Gym, Playground, Pool, Clubhouse",East,Owner,Ready_to_Move
113870,Assam,Guwahati,Locality_16,Apartment,3,2868,41.08,0.01,2023,Furnished,10,7,2,8,1,Low,No,No,Playground,West,Broker,Ready_to_Move
8234,Delhi,New Delhi,Locality_333,Apartment,1,3605,386.5,0.11,1996,Unfurnished,19,19,29,4,1,High,No,Yes,"Playground, Gym, Garden",West,Broker,Under_Construction
232107,Assam,Guwahati,Locality_143,Independent House,4,3253,230.07,0.07,1999,Semi-furnished,15,28,26,7,7,Low,No,Yes,Garden,East,Broker,Ready_to_Move
93090,Haryana,Gurgaon,Locality_29,Independent House,5,2431,468.75,0.19,2015,Furnished,27,19,10,3,6,High,Yes,No,"Garden, Pool",West,Builder,Under_Construction
94764,Telangana,Hyderabad,Locality_157,Independent House,2,1802,453.53,0.25,1995,Semi-furnished,4,2,30,5,3,Medium,No,Yes,"Gym, Playground, Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
235188,Tamil Nadu,Chennai,Locality_379,Apartment,3,4666,379.88,0.08,2006,Semi-furnished,9,13,19,3,3,Low,No,No,"Garden, Playground, Clubhouse, Pool",North,Owner,Ready_to_Move
176153,Uttar Pradesh,Noida,Locality_150,Villa,4,3488,489.2,0.14,1995,Furnished,15,17,30,10,9,Medium,No,Yes,"Garden, Gym",East,Builder,Ready_to_Move
232412,Haryana,Gurgaon,Locality_144,Villa,4,1650,465.05,0.28,1991,Furnished,12,13,34,2,2,Medium,Yes,No,"Playground, Garden, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move
51835,Tamil Nadu,Chennai,Locality_496,Apartment,1,3274,324.86,0.1,2016,Semi-furnished,24,27,9,10,6,High,No,No,"Playground, Pool",East,Builder,Ready_to_Move
52745,West Bengal,Durgapur,Locality_235,Apartment,2,2588,64.85,0.03,1997,Furnished,27,2,28,5,6,Low,No,No,"Playground, Garden, Pool, Clubhouse, Gym",West,Builder,Under_Construction
89031,Rajasthan,Jodhpur,Locality_335,Villa,4,3750,448.93,0.12,2001,Furnished,5,17,24,4,2,Low,Yes,Yes,"Garden, Clubhouse, Gym",South,Builder,Ready_to_Move
185168,Telangana,Hyderabad,Locality_186,Independent House,5,1041,450.41,0.43,2022,Semi-furnished,27,11,3,8,2,High,Yes,No,"Gym, Garden, Playground, Clubhouse",South,Builder,Under_Construction
58531,Telangana,Hyderabad,Locality_147,Villa,2,4795,194.67,0.04,2013,Semi-furnished,10,28,12,6,1,Medium,No,Yes,"Gym, Playground, Garden",South,Broker,Ready_to_Move
73641,Haryana,Gurgaon,Locality_179,Apartment,3,4807,497.01,0.1,2021,Furnished,5,20,4,10,3,Medium,No,No,"Garden, Gym",East,Builder,Under_Construction
52611,Uttar Pradesh,Lucknow,Locality_185,Independent House,3,3646,171.24,0.05,2012,Semi-furnished,1,5,13,7,8,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden",West,Owner,Ready_to_Move
32163,Rajasthan,Jaipur,Locality_386,Apartment,5,3597,367.04,0.1,1990,Unfurnished,0,5,35,6,5,High,No,Yes,"Clubhouse, Pool",South,Owner,Under_Construction
56439,Haryana,Gurgaon,Locality_287,Independent House,1,4070,469.02,0.12,2017,Semi-furnished,0,11,8,8,5,Medium,Yes,No,"Playground, Gym",South,Owner,Under_Construction
124387,Uttar Pradesh,Noida,Locality_363,Independent House,3,2513,432.32,0.17,2015,Unfurnished,12,2,10,7,10,Medium,No,No,"Gym, Garden",West,Owner,Ready_to_Move
62705,Assam,Silchar,Locality_183,Independent House,1,4976,481.65,0.1,2023,Semi-furnished,20,4,2,6,6,High,No,Yes,"Playground, Garden, Gym, Pool",East,Builder,Under_Construction
231053,Assam,Guwahati,Locality_68,Villa,1,4282,473.45,0.11,2021,Unfurnished,11,27,4,6,7,High,Yes,Yes,"Pool, Clubhouse, Gym, Garden",North,Broker,Ready_to_Move
172457,Assam,Guwahati,Locality_199,Independent House,3,564,38.76,0.07,2012,Furnished,28,12,13,5,8,Medium,Yes,Yes,"Gym, Garden, Pool",West,Builder,Ready_to_Move
19346,Maharashtra,Nagpur,Locality_162,Villa,4,1164,256.92,0.22,2013,Furnished,21,24,12,2,3,High,Yes,No,"Clubhouse, Playground, Gym, Pool",West,Owner,Ready_to_Move
124886,Tamil Nadu,Chennai,Locality_268,Independent House,1,3492,114.54,0.03,2019,Semi-furnished,3,6,6,6,5,Low,Yes,Yes,"Playground, Gym, Clubhouse, Garden",West,Owner,Under_Construction
226512,Rajasthan,Jaipur,Locality_288,Villa,4,910,53.14,0.06,2014,Furnished,24,11,11,5,1,Medium,Yes,No,"Gym, Clubhouse, Garden, Pool, Playground",East,Builder,Under_Construction
22690,Andhra Pradesh,Vijayawada,Locality_210,Villa,5,4826,411.19,0.09,2005,Unfurnished,2,5,20,8,10,Low,Yes,Yes,"Playground, Clubhouse",East,Owner,Under_Construction
49311,Telangana,Warangal,Locality_203,Independent House,5,1628,27.06,0.02,1993,Furnished,10,10,32,10,2,Medium,Yes,Yes,Pool,West,Builder,Ready_to_Move
230429,Tamil Nadu,Coimbatore,Locality_145,Independent House,5,3486,477.36,0.14,2005,Semi-furnished,22,4,20,2,6,High,No,Yes,"Garden, Pool, Playground, Clubhouse",East,Owner,Ready_to_Move
180645,Rajasthan,Jaipur,Locality_63,Villa,3,2577,33.91,0.01,2003,Semi-furnished,20,24,22,2,5,Medium,Yes,No,"Pool, Clubhouse, Garden",East,Builder,Ready_to_Move
35183,Chhattisgarh,Raipur,Locality_125,Villa,5,3089,424.12,0.14,1997,Semi-furnished,1,21,28,5,6,High,Yes,Yes,"Pool, Gym, Clubhouse, Garden",East,Builder,Ready_to_Move
84132,Odisha,Bhubaneswar,Locality_87,Apartment,4,3210,21.85,0.01,2005,Unfurnished,0,7,20,10,4,Medium,Yes,Yes,"Garden, Playground, Clubhouse",East,Owner,Under_Construction
195279,Uttarakhand,Dehradun,Locality_8,Villa,3,3591,449.43,0.13,2000,Furnished,11,27,25,8,8,Medium,No,Yes,Garden,West,Builder,Ready_to_Move
52645,Bihar,Patna,Locality_365,Independent House,1,825,66.91,0.08,2023,Semi-furnished,19,14,2,2,7,Medium,Yes,Yes,"Clubhouse, Gym",West,Builder,Under_Construction
93963,Karnataka,Mysore,Locality_449,Apartment,5,3792,280.94,0.07,2021,Unfurnished,4,26,4,4,9,High,Yes,Yes,Gym,North,Broker,Ready_to_Move
217737,Delhi,Dwarka,Locality_438,Apartment,3,1686,152.76,0.09,2014,Semi-furnished,20,28,11,6,6,Medium,Yes,Yes,"Clubhouse, Garden, Gym, Pool, Playground",South,Builder,Under_Construction
174380,Delhi,Dwarka,Locality_124,Apartment,3,1734,211.57,0.12,2015,Unfurnished,19,23,10,10,10,High,No,Yes,"Gym, Pool",East,Broker,Under_Construction
110400,Rajasthan,Jaipur,Locality_176,Apartment,1,3968,319.71,0.08,2014,Unfurnished,17,18,11,10,7,Low,No,Yes,"Clubhouse, Gym, Playground",West,Broker,Under_Construction
199179,Tamil Nadu,Coimbatore,Locality_91,Villa,1,2741,51.36,0.02,2014,Unfurnished,21,3,11,2,8,Medium,No,No,"Gym, Pool, Garden",West,Builder,Ready_to_Move
4658,Andhra Pradesh,Vishakhapatnam,Locality_78,Apartment,5,1599,431.53,0.27,2003,Furnished,12,2,22,6,3,Low,Yes,No,"Clubhouse, Garden, Playground",West,Owner,Under_Construction
188421,Jharkhand,Ranchi,Locality_368,Villa,5,4421,203.35,0.05,2008,Semi-furnished,29,10,17,3,6,High,Yes,No,"Clubhouse, Pool, Garden",West,Broker,Ready_to_Move
80020,Chhattisgarh,Raipur,Locality_11,Villa,4,589,494.8,0.84,2005,Semi-furnished,5,29,20,9,6,Medium,Yes,No,"Garden, Playground, Gym",East,Builder,Ready_to_Move
205401,Delhi,New Delhi,Locality_103,Independent House,4,4607,75.61,0.02,1996,Semi-furnished,4,11,29,10,9,Low,No,Yes,"Garden, Playground, Pool, Clubhouse, Gym",North,Builder,Under_Construction
153805,Andhra Pradesh,Vishakhapatnam,Locality_446,Independent House,2,3482,259.88,0.07,2007,Unfurnished,2,7,18,3,8,Low,No,Yes,Garden,South,Owner,Under_Construction
177520,Bihar,Gaya,Locality_54,Apartment,3,2195,119.04,0.05,2007,Unfurnished,27,26,18,8,1,High,Yes,No,"Playground, Clubhouse, Garden, Gym, Pool",North,Broker,Under_Construction
234733,Jharkhand,Jamshedpur,Locality_27,Villa,4,715,392.12,0.55,1998,Semi-furnished,15,2,27,8,1,Medium,Yes,Yes,"Garden, Gym",West,Builder,Under_Construction
113644,Andhra Pradesh,Vishakhapatnam,Locality_466,Villa,3,3536,19.58,0.01,1999,Unfurnished,30,1,26,1,3,High,No,No,"Playground, Pool, Clubhouse, Garden",South,Builder,Under_Construction
13814,Bihar,Gaya,Locality_424,Villa,1,4746,156.45,0.03,2022,Furnished,0,25,3,3,8,High,Yes,No,"Garden, Clubhouse, Playground",South,Owner,Under_Construction
138816,Punjab,Ludhiana,Locality_48,Independent House,5,1478,22.55,0.02,2002,Unfurnished,10,11,23,7,8,High,No,No,Gym,North,Owner,Ready_to_Move
241053,Uttarakhand,Dehradun,Locality_344,Villa,2,3637,361.97,0.1,1994,Unfurnished,25,19,31,3,8,Medium,No,No,"Clubhouse, Pool",North,Broker,Under_Construction
12404,West Bengal,Durgapur,Locality_39,Independent House,5,3155,61.9,0.02,1993,Furnished,20,2,32,6,9,Medium,No,No,"Gym, Playground, Pool, Garden",North,Broker,Ready_to_Move
38522,Assam,Guwahati,Locality_247,Apartment,5,3606,470.69,0.13,1995,Furnished,14,30,30,2,7,Low,Yes,No,"Garden, Pool, Playground",West,Builder,Ready_to_Move
186623,Andhra Pradesh,Vijayawada,Locality_155,Independent House,4,2608,52.9,0.02,2010,Furnished,19,25,15,10,8,High,Yes,Yes,Playground,West,Builder,Under_Construction
148558,Odisha,Bhubaneswar,Locality_44,Apartment,2,4213,463.56,0.11,2005,Unfurnished,1,20,20,8,10,High,Yes,Yes,Gym,East,Builder,Under_Construction
222586,Jharkhand,Jamshedpur,Locality_273,Apartment,1,4622,157.14,0.03,2005,Unfurnished,21,28,20,10,7,Medium,Yes,Yes,"Playground, Pool",South,Builder,Under_Construction
243054,Assam,Guwahati,Locality_470,Apartment,2,4239,415.3,0.1,2013,Unfurnished,17,5,12,9,4,Medium,Yes,No,"Garden, Gym, Clubhouse, Pool, Playground",West,Builder,Ready_to_Move
21408,Uttar Pradesh,Noida,Locality_499,Independent House,4,567,160.61,0.28,2021,Furnished,13,26,4,5,6,Medium,Yes,No,"Gym, Garden",West,Owner,Ready_to_Move
219533,Tamil Nadu,Chennai,Locality_190,Independent House,3,1942,225.9,0.12,2018,Semi-furnished,1,25,7,3,2,Medium,No,No,"Clubhouse, Playground, Pool, Garden",East,Owner,Ready_to_Move
167313,Uttarakhand,Haridwar,Locality_445,Independent House,1,2294,324.21,0.14,2014,Furnished,19,25,11,10,4,Low,Yes,Yes,"Clubhouse, Pool, Garden",East,Builder,Under_Construction
195056,Telangana,Hyderabad,Locality_136,Villa,1,2867,203.42,0.07,1990,Furnished,11,14,35,8,8,High,No,Yes,"Pool, Clubhouse, Playground, Gym",North,Broker,Under_Construction
112600,Assam,Silchar,Locality_92,Independent House,2,1105,341.6,0.31,2018,Furnished,29,18,7,1,2,Medium,No,Yes,"Playground, Clubhouse, Garden",East,Builder,Under_Construction
175653,Punjab,Ludhiana,Locality_259,Independent House,5,2731,303.05,0.11,2015,Unfurnished,7,28,10,2,1,High,No,No,Pool,South,Builder,Under_Construction
68699,Telangana,Warangal,Locality_195,Villa,2,681,21.52,0.03,2006,Furnished,8,4,19,6,9,Medium,No,No,"Pool, Playground, Gym, Garden, Clubhouse",North,Owner,Ready_to_Move
21922,Odisha,Cuttack,Locality_348,Independent House,4,4812,464.04,0.1,2013,Furnished,14,10,12,8,8,High,No,Yes,"Playground, Gym, Clubhouse",South,Broker,Ready_to_Move
34878,Uttar Pradesh,Lucknow,Locality_257,Independent House,2,2585,367.65,0.14,2021,Furnished,22,18,4,10,1,High,No,Yes,"Clubhouse, Pool, Playground, Gym",East,Broker,Under_Construction
215076,Jharkhand,Ranchi,Locality_174,Villa,1,2905,69.56,0.02,2006,Unfurnished,10,9,19,3,4,High,Yes,Yes,"Pool, Gym, Garden, Playground, Clubhouse",South,Owner,Under_Construction
57128,Punjab,Amritsar,Locality_19,Villa,4,3703,112.98,0.03,2003,Furnished,6,26,22,1,1,Low,No,Yes,"Gym, Garden",South,Builder,Under_Construction
134287,West Bengal,Kolkata,Locality_73,Villa,5,2540,56.97,0.02,2008,Semi-furnished,25,15,17,5,6,High,Yes,Yes,Garden,West,Owner,Under_Construction
72079,Haryana,Faridabad,Locality_180,Independent House,3,1908,295.72,0.15,2003,Unfurnished,1,14,22,7,8,Medium,No,Yes,Playground,East,Broker,Under_Construction
248475,Haryana,Gurgaon,Locality_368,Apartment,5,2124,134.37,0.06,2007,Semi-furnished,29,1,18,5,9,Medium,No,Yes,Gym,East,Builder,Ready_to_Move
152946,Uttar Pradesh,Lucknow,Locality_3,Villa,4,980,221.22,0.23,2009,Unfurnished,0,11,16,3,10,Medium,Yes,Yes,Garden,South,Owner,Ready_to_Move
1543,Madhya Pradesh,Bhopal,Locality_66,Independent House,4,676,331.54,0.49,1992,Semi-furnished,20,11,33,3,1,High,Yes,Yes,"Playground, Gym",North,Owner,Under_Construction
239039,Odisha,Bhubaneswar,Locality_474,Independent House,4,4918,298.11,0.06,1991,Unfurnished,13,21,34,3,6,High,No,No,"Garden, Pool, Playground, Gym, Clubhouse",North,Builder,Under_Construction
72807,Bihar,Patna,Locality_54,Apartment,2,4193,436.11,0.1,1991,Unfurnished,8,23,34,9,8,Low,Yes,No,"Clubhouse, Garden",East,Owner,Ready_to_Move
856,Telangana,Warangal,Locality_411,Independent House,4,2551,426.65,0.17,1995,Unfurnished,24,15,30,2,6,High,Yes,Yes,"Garden, Pool, Clubhouse, Playground, Gym",West,Builder,Ready_to_Move
9249,Rajasthan,Jaipur,Locality_435,Villa,4,4762,240.07,0.05,1994,Unfurnished,17,20,31,1,6,Low,No,Yes,"Garden, Gym, Clubhouse",South,Broker,Ready_to_Move
11423,Tamil Nadu,Coimbatore,Locality_353,Villa,1,1294,355.85,0.28,1998,Unfurnished,29,30,27,5,8,Medium,Yes,Yes,"Gym, Clubhouse, Garden",North,Owner,Under_Construction
23710,Maharashtra,Mumbai,Locality_196,Apartment,5,3899,265.17,0.07,1993,Semi-furnished,16,25,32,6,6,High,No,Yes,"Gym, Garden, Playground, Clubhouse, Pool",North,Owner,Under_Construction
210010,Karnataka,Mangalore,Locality_159,Villa,1,4248,57.22,0.01,2020,Semi-furnished,13,28,5,10,10,Medium,Yes,Yes,Playground,West,Owner,Ready_to_Move
128690,Odisha,Bhubaneswar,Locality_70,Villa,3,3195,139.3,0.04,2015,Semi-furnished,17,26,10,5,4,Low,Yes,No,"Playground, Gym, Clubhouse",North,Owner,Under_Construction
66165,Kerala,Trivandrum,Locality_29,Villa,5,963,138.5,0.14,1998,Unfurnished,17,25,27,2,2,Low,No,Yes,"Pool, Gym, Playground, Clubhouse",South,Broker,Under_Construction
165247,Punjab,Ludhiana,Locality_309,Apartment,4,2074,315.64,0.15,2018,Furnished,26,30,7,8,4,Medium,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",North,Builder,Under_Construction
87614,Haryana,Gurgaon,Locality_225,Independent House,5,3418,86.04,0.03,2009,Furnished,8,11,16,4,2,High,Yes,No,"Clubhouse, Garden, Playground, Gym",East,Owner,Under_Construction
127543,Jharkhand,Ranchi,Locality_397,Villa,2,4980,14.74,0.0,2023,Unfurnished,17,16,2,10,7,High,No,No,"Clubhouse, Pool, Garden, Playground, Gym",East,Owner,Under_Construction
216495,Karnataka,Bangalore,Locality_381,Independent House,3,4182,311.2,0.07,2001,Furnished,25,5,24,5,10,High,Yes,No,"Playground, Garden",South,Builder,Ready_to_Move
125126,Chhattisgarh,Bilaspur,Locality_125,Independent House,4,1265,240.28,0.19,2003,Furnished,5,16,22,10,6,High,Yes,Yes,Gym,East,Broker,Under_Construction
67627,Uttarakhand,Dehradun,Locality_235,Independent House,4,4380,491.38,0.11,2015,Unfurnished,27,2,10,2,6,Medium,Yes,Yes,"Playground, Garden",West,Owner,Under_Construction
40838,Karnataka,Mysore,Locality_342,Apartment,3,3190,339.05,0.11,2016,Semi-furnished,19,10,9,7,9,Low,No,No,Garden,South,Builder,Ready_to_Move
41934,Bihar,Patna,Locality_366,Villa,4,834,427.39,0.51,2007,Unfurnished,21,4,18,9,3,Medium,Yes,No,"Pool, Gym, Clubhouse",North,Builder,Under_Construction
199104,Odisha,Bhubaneswar,Locality_96,Independent House,1,2473,357.76,0.14,1991,Unfurnished,3,1,34,3,6,Low,Yes,Yes,"Playground, Pool, Garden, Gym, Clubhouse",West,Owner,Ready_to_Move
10192,Kerala,Kochi,Locality_388,Independent House,3,2617,208.65,0.08,2004,Furnished,23,24,21,3,7,Low,Yes,Yes,"Gym, Clubhouse, Playground",North,Owner,Ready_to_Move
107544,Telangana,Warangal,Locality_500,Independent House,4,1311,87.53,0.07,2019,Furnished,6,13,6,8,5,Medium,Yes,Yes,Gym,North,Builder,Ready_to_Move
231920,West Bengal,Kolkata,Locality_178,Apartment,5,2501,245.35,0.1,1994,Unfurnished,30,14,31,7,1,Medium,No,No,"Clubhouse, Playground, Pool, Gym, Garden",South,Broker,Ready_to_Move
22526,Gujarat,Ahmedabad,Locality_287,Independent House,1,1890,50.58,0.03,2004,Furnished,21,7,21,3,9,High,No,Yes,"Garden, Clubhouse",South,Builder,Under_Construction
50803,West Bengal,Durgapur,Locality_390,Villa,5,864,244.84,0.28,2002,Furnished,10,20,23,5,7,Low,No,Yes,Pool,West,Broker,Ready_to_Move
231266,Madhya Pradesh,Bhopal,Locality_15,Villa,3,3246,26.78,0.01,1996,Semi-furnished,29,18,29,4,6,Low,Yes,No,Pool,South,Broker,Ready_to_Move
78516,Andhra Pradesh,Vishakhapatnam,Locality_348,Apartment,2,770,462.55,0.6,1996,Furnished,18,29,29,2,3,Medium,No,No,Pool,North,Broker,Under_Construction
100861,Rajasthan,Jodhpur,Locality_332,Apartment,4,3271,280.88,0.09,1991,Furnished,8,4,34,5,4,High,No,No,Pool,West,Owner,Ready_to_Move
79826,Tamil Nadu,Coimbatore,Locality_397,Villa,3,1946,81.39,0.04,2009,Semi-furnished,9,13,16,4,9,Medium,Yes,Yes,Pool,North,Owner,Ready_to_Move
32438,Kerala,Kochi,Locality_283,Villa,2,1461,290.3,0.2,2019,Furnished,25,1,6,9,8,Medium,Yes,No,"Playground, Garden, Clubhouse, Pool, Gym",North,Owner,Under_Construction
35636,Madhya Pradesh,Bhopal,Locality_454,Villa,1,4815,409.77,0.09,2009,Semi-furnished,13,6,16,9,4,High,No,Yes,"Pool, Garden, Clubhouse",North,Broker,Ready_to_Move
204704,Chhattisgarh,Raipur,Locality_37,Independent House,4,3196,440.36,0.14,2020,Semi-furnished,3,15,5,8,9,High,Yes,Yes,"Pool, Garden, Playground",East,Builder,Ready_to_Move
